#%		No tun			Min tun Muller/MacDo	Age model deMenocal
#%m	%terr	age	sr	flux	age	sr	flux 	age	sr	flux
72.15	18.37	2314.7	3.12	0.60	2278.30	2.99	0.58	2277.5	3.13	0.60
72.2	19.38	2316.3	3.12	0.63	2279.98	2.98	0.61	2279.1	3.13	0.64
72.25	20.38	2317.9	3.12	0.67	2281.66	2.99	0.64	2280.7	3.12	0.67
72.3	26.41	2319.5	3.12	0.86	2283.33	2.99	0.83	2282.3	3.12	0.87
72.35	28.42	2321.1	3.12	0.93	2285.01	2.98	0.89	2283.9	3.13	0.93
72.4	28.93	2322.7	3.12	0.95	2286.69	2.99	0.91	2285.5	3.03	0.92
72.45	26.41	2324.4	3.12	0.86	2288.36	2.99	0.83	2287.2	3.03	0.84
72.5	28.42	2326.0	3.12	0.93	2290.04	2.98	0.89	2288.8	3.12	0.93
72.55	31.44	2327.6	3.12	1.03	2291.72	2.99	0.99	2290.4	3.13	1.03
72.6	33.95	2329.2	3.12	1.11	2293.39	2.99	1.06	2292	3.13	1.11
72.65	35.96	2330.8	3.12	1.18	2295.07	2.98	1.12	2293.6	3.13	1.18
72.7	37.47	2332.4	3.12	1.23	2296.75	2.99	1.17	2295.2	3.03	1.19
72.75	33.95	2334.0	3.12	1.11	2298.42	2.99	1.06	2296.9	2.04	0.73
72.8	28.42	2335.6	3.12	0.93	2300.10	3.08	0.92	2300.1	3.13	0.93
72.9	16.36	2338.8	3.12	0.54	2303.29	3.13	0.54	2301.7	4.69	0.81
72.95	13.85	2340.4	3.12	0.45	2304.89	3.13	0.45	2303.3	3.03	0.44
73	14.35	2342.0	3.12	0.47	2306.49	3.13	0.47	2305	3.03	0.46
73.05	17.37	2343.6	3.12	0.57	2308.08	3.13	0.57	2306.6	3.03	0.55
73.1	20.38	2345.2	3.12	0.67	2309.68	3.13	0.67	2308.3	3.03	0.65
73.15	22.90	2346.8	3.12	0.75	2311.28	3.13	0.75	2309.9	3.03	0.73
73.2	24.91	2348.4	3.12	0.82	2312.87	3.13	0.82	2311.6	3.03	0.79
73.25	25.41	2350.0	3.12	0.83	2314.47	3.12	0.83	2313.2	3.03	0.81
73.3	23.90	2351.6	3.12	0.78	2316.07	3.12	0.78	2314.9	3.03	0.76
73.35	22.90	2353.2	3.12	0.75	2317.67	3.13	0.75	2316.5	3.03	0.73
73.4	21.39	2354.8	3.12	0.70	2319.26	3.13	0.70	2318.2	3.03	0.68
73.45	21.39	2356.4	3.12	0.70	2320.86	3.13	0.70	2319.8	3.03	0.68
73.5	18.87	2358.0	3.12	0.62	2322.46	3.13	0.62	2321.5	3.03	0.60
73.55	19.38	2359.6	3.12	0.63	2324.05	3.13	0.64	2323.1	3.03	0.62
73.6	27.92	2361.2	3.12	0.91	2325.65	3.13	0.92	2324.8	3.03	0.89
73.65	32.95	2362.8	3.12	1.08	2327.25	3.13	1.08	2326.4	3.03	1.05
73.7	33.45	2364.5	3.12	1.09	2328.84	3.13	1.10	2328.1	3.03	1.06
73.75	34.46	2366.1	3.12	1.13	2330.44	3.13	1.13	2329.7	3.03	1.10
73.8	36.97	2367.7	3.12	1.21	2332.04	3.13	1.22	2331.4	3.03	1.18
73.85	39.99	2369.3	3.12	1.31	2333.63	3.13	1.32	2333	3.03	1.27
73.9	39.48	2370.9	3.12	1.29	2335.23	3.13	1.30	2334.7	3.03	1.26
73.95	32.95	2372.5	3.12	1.08	2336.83	3.13	1.08	2336.3	3.03	1.05
74	28.93	2374.1	3.12	0.95	2338.42	3.13	0.95	2338	3.03	0.92
74.05	23.40	2375.7	3.12	0.77	2340.02	3.13	0.77	2339.6	3.03	0.74
74.1	16.86	2377.3	3.12	0.55	2341.62	3.13	0.55	2341.3	3.03	0.54
74.15	14.35	2378.9	3.12	0.47	2343.21	3.13	0.47	2342.9	3.03	0.46
74.2	14.85	2380.5	3.12	0.49	2344.81	3.13	0.49	2344.6	3.13	0.49
74.25	15.36	2382.1	3.12	0.50	2346.41	3.13	0.51	2346.1	2.27	0.37
74.3	17.87	2383.7	3.12	0.58	2348.00	3.13	0.59	2349	3.41	0.64
74.4	17.87	2386.9	3.12	0.58	2351.20	3.13	0.59	2350.5	5.00	0.94
74.45	17.37	2388.5	3.12	0.57	2352.80	3.13	0.57	2352	3.33	0.61
74.5	17.37	2390.1	3.12	0.57	2354.39	3.13	0.57	2353.5	3.45	0.63
74.55	17.87	2391.7	3.12	0.58	2355.99	3.12	0.59	2354.9	3.45	0.65
74.6	19.38	2393.3	3.12	0.63	2357.59	3.13	0.64	2356.4	3.33	0.68
74.65	19.88	2394.9	3.12	0.65	2359.18	3.13	0.65	2357.9	3.33	0.70
74.7	19.38	2396.5	3.12	0.63	2360.78	3.12	0.64	2359.4	3.45	0.70
74.75	19.38	2398.1	3.12	0.63	2362.38	3.13	0.64	2360.8	3.45	0.70
74.8	20.88	2399.7	3.12	0.68	2363.97	3.13	0.69	2362.3	3.33	0.73
74.85	19.88	2401.3	3.12	0.65	2365.57	3.13	0.65	2363.8	3.33	0.70
74.9	17.37	2403.0	3.12	0.57	2367.17	3.13	0.57	2365.3	3.33	0.61
74.95	16.86	2404.6	3.12	0.55	2368.76	3.13	0.55	2366.8	3.45	0.61
75	15.86	2406.2	3.12	0.52	2370.36	3.13	0.52	2368.2	3.45	0.57
75.05	15.86	2407.8	3.12	0.52	2371.96	3.13	0.52	2369.7	3.33	0.56
75.1	15.86	2409.4	3.12	0.52	2373.55	3.13	0.52	2371.2	3.33	0.56
75.15	14.85	2411.0	3.12	0.49	2375.15	3.13	0.49	2372.7	3.45	0.54
75.2	14.35	2412.6	3.12	0.47	2376.75	3.13	0.47	2374.1	3.45	0.52
75.25	13.35	2414.2	3.12	0.44	2378.34	3.13	0.44	2375.6	1.69	0.24
75.3	12.84	2415.8	3.12	0.42	2379.94	3.13	0.42	2380	1.69	0.23
75.35	11.84	2417.4	3.12	0.39	2381.54	3.13	0.39	2381.5	3.45	0.43
75.4	11.84	2419.0	3.12	0.39	2383.13	3.13	0.39	2382.9	3.57	0.44
75.45	11.33	2420.6	3.12	0.37	2384.73	3.13	0.37	2384.3	3.57	0.42
75.5	12.34	2422.2	3.12	0.40	2386.33	3.13	0.40	2385.7	1.82	0.24
75.55	12.34	2423.8	3.12	0.40	2387.93	3.13	0.41	2389.8	1.82	0.24
75.6	12.34	2425.4	3.12	0.40	2389.52	3.13	0.41	2391.2	3.70	0.48
75.65	12.34	2427.0	3.12	0.40	2391.12	3.13	0.40	2392.5	3.70	0.48
75.7	13.35	2428.6	3.12	0.44	2392.72	3.13	0.44	2393.9	3.57	0.50
75.75	13.35	2430.2	3.12	0.44	2394.31	3.13	0.44	2395.3	3.70	0.52
75.8	13.35	2431.8	3.12	0.44	2395.91	3.12	0.44	2396.6	3.70	0.52
75.85	12.84	2433.4	3.12	0.42	2397.51	3.13	0.42	2398	3.70	0.50
75.9	13.85	2435.0	3.12	0.45	2399.10	3.13	0.46	2399.3	3.70	0.54
75.95	14.35	2436.6	3.12	0.47	2400.70	3.50	0.53	2400.7	3.57	0.54
76	15.36	2438.2	3.12	0.50	2401.96	3.97	0.64	2402.1	3.70	0.60
76.05	15.86	2439.8	3.12	0.52	2403.22	3.97	0.66	2403.4	3.70	0.62
76.1	15.36	2441.5	3.12	0.50	2404.48	3.97	0.64	2404.8	3.57	0.58
76.15	13.85	2443.1	3.12	0.45	2405.74	3.97	0.58	2406.2	3.70	0.54
76.2	12.84	2444.7	3.12	0.42	2407.00	3.97	0.53	2407.5	3.70	0.50
76.25	11.84	2446.3	3.12	0.39	2408.26	3.95	0.49	2408.9	3.70	0.46
76.3	11.84	2447.9	3.12	0.39	2409.53	3.95	0.49	2410.2	3.70	0.46
76.35	10.33	2449.5	3.12	0.34	2410.79	3.97	0.43	2411.6	3.57	0.39
76.4	9.83	2451.1	3.12	0.32	2412.05	3.97	0.41	2413	3.70	0.38
76.45	8.82	2452.7	3.12	0.29	2413.31	3.97	0.37	2414.3	3.70	0.34
76.5	8.82	2454.3	3.12	0.29	2414.57	3.97	0.37	2415.7	3.57	0.33
76.55	8.32	2455.9	3.12	0.27	2415.83	3.97	0.35	2417.1	3.70	0.32
76.6	8.32	2457.5	3.12	0.27	2417.09	3.97	0.35	2418.4	3.70	0.32
76.65	7.82	2459.1	3.12	0.26	2418.35	3.97	0.33	2419.8	3.70	0.30
76.7	8.32	2460.7	3.12	0.27	2419.61	3.97	0.35	2421.1	4.00	0.35
76.75	7.82	2462.3	3.12	0.26	2420.87	3.97	0.33	2422.3	2.78	0.23
76.8	7.31	2463.9	3.12	0.24	2422.13	3.97	0.30	2424.7	4.05	0.31
76.9	8.32	2467.1	3.12	0.27	2424.65	3.96	0.35	2426	6.00	0.52
76.95	8.82	2468.7	3.12	0.29	2425.92	3.95	0.37	2427.2	4.17	0.39
77	9.83	2470.3	3.12	0.32	2427.18	3.97	0.41	2428.4	4.17	0.43
77.05	10.83	2471.9	3.12	0.35	2428.44	3.97	0.45	2429.6	4.17	0.47
77.1	12.34	2473.5	3.12	0.40	2429.70	3.97	0.51	2430.8	4.00	0.52
77.15	12.34	2475.1	3.12	0.40	2430.96	3.97	0.51	2432.1	4.00	0.52
77.2	14.35	2476.7	3.12	0.47	2432.22	3.97	0.60	2433.3	4.17	0.63
77.25	17.87	2478.3	3.12	0.58	2433.48	3.97	0.74	2434.5	4.17	0.78
77.3	22.90	2479.9	3.12	0.75	2434.74	3.97	0.95	2435.7	4.17	1.00
77.35	24.91	2481.6	3.12	0.82	2436.00	3.97	1.04	2436.9	4.17	1.09
77.4	21.89	2483.2	3.12	0.72	2437.26	3.97	0.91	2438.1	4.00	0.92
77.45	20.38	2484.8	3.12	0.67	2438.52	3.97	0.85	2439.4	4.00	0.86
77.5	19.88	2486.4	3.12	0.65	2439.78	3.97	0.83	2440.6	4.17	0.87
77.55	19.38	2488.0	3.12	0.63	2441.04	3.95	0.80	2441.8	4.17	0.85
77.6	17.87	2489.6	3.12	0.58	2442.31	3.95	0.74	2443	4.17	0.78
77.65	18.37	2491.2	3.12	0.60	2443.57	3.97	0.77	2444.2	4.17	0.80
77.7	20.88	2492.8	3.12	0.68	2444.83	3.97	0.87	2445.4	4.00	0.88
77.75	21.39	2494.4	3.12	0.70	2446.09	3.97	0.89	2446.7	4.00	0.90
77.8	20.88	2496.0	3.12	0.68	2447.35	3.97	0.87	2447.9	4.17	0.91
77.85	23.40	2497.6	3.12	0.77	2448.61	3.97	0.98	2449.1	4.17	1.02
77.9	25.41	2499.2	3.12	0.83	2449.87	3.97	1.06	2450.3	4.00	1.07
77.95	25.41	2500.8	3.12	0.83	2451.13	3.97	1.06	2451.6	4.00	1.07
78	23.90	2502.4	3.12	0.78	2452.39	3.97	1.00	2452.8	4.17	1.05
78.05	26.41	2504.0	3.12	0.86	2453.65	3.97	1.10	2454	4.17	1.16
78.1	26.92	2505.6	3.12	0.88	2454.91	3.97	1.12	2455.2	4.17	1.18
78.15	28.42	2507.2	3.12	0.93	2456.17	3.97	1.18	2456.4	4.17	1.24
78.2	26.41	2508.8	3.12	0.86	2457.43	3.97	1.10	2457.6	4.00	1.11
78.25	22.39	2510.4	3.12	0.73	2458.69	3.95	0.93	2458.9	4.00	0.94
78.3	20.38	2512.0	3.12	0.67	2459.96	3.95	0.85	2460.1	4.17	0.89
78.35	19.38	2513.6	3.12	0.63	2461.22	3.97	0.81	2461.3	4.17	0.85
78.4	16.86	2515.2	3.12	0.55	2462.48	3.97	0.70	2462.5	4.17	0.74
78.45	17.37	2516.8	3.12	0.57	2463.74	3.97	0.72	2463.7	4.17	0.76
78.5	15.36	2518.4	3.12	0.50	2465.00	3.97	0.64	2464.9	4.00	0.65
78.55	14.85	2520.1	3.12	0.49	2466.26	3.97	0.62	2466.2	4.00	0.62
78.6	13.85	2521.7	3.12	0.45	2467.52	3.97	0.58	2467.4	4.17	0.61
78.65	13.85	2523.3	3.12	0.45	2468.78	3.97	0.58	2468.6	2.70	0.39
78.7	12.84	2524.9	3.12	0.42	2470.04	3.97	0.54	2471.1	3.95	0.53
78.8	10.83	2528.1	3.12	0.35	2472.56	3.97	0.45	2472.4	6.00	0.68
78.85	11.33	2529.7	3.12	0.37	2473.82	3.97	0.47	2473.6	4.00	0.48
78.9	11.33	2531.3	3.12	0.37	2475.08	3.95	0.47	2474.9	3.85	0.46
78.95	10.33	2532.9	3.12	0.34	2476.35	3.95	0.43	2476.2	4.00	0.43
79	13.35	2534.5	3.12	0.44	2477.61	3.97	0.56	2477.4	4.00	0.56
79.05	16.36	2536.1	3.12	0.54	2478.87	3.97	0.68	2478.7	4.00	0.69
79.1	20.88	2537.7	3.12	0.68	2480.13	3.97	0.87	2479.9	4.00	0.88
79.15	26.92	2539.3	3.12	0.88	2481.39	3.97	1.12	2481.2	3.85	1.09
79.2	29.93	2540.9	3.12	0.98	2482.65	3.97	1.25	2482.5	4.00	1.26
79.25	28.93	2542.5	3.12	0.95	2483.91	3.97	1.21	2483.7	4.00	1.22
79.3	26.92	2544.1	3.12	0.88	2485.17	3.97	1.12	2485	4.00	1.13
79.35	25.91	2545.7	3.12	0.85	2486.43	3.97	1.08	2486.2	4.00	1.09
79.4	25.91	2547.3	3.12	0.85	2487.69	3.97	1.08	2487.5	3.85	1.05
79.45	25.41	2548.9	3.12	0.83	2488.95	3.97	1.06	2488.8	4.00	1.07
79.5	31.44	2550.5	3.12	1.03	2490.21	3.97	1.31	2490	4.00	1.32
79.55	31.44	2552.1	3.12	1.03	2491.47	3.95	1.30	2491.3	3.85	1.27
79.6	26.92	2553.7	3.12	0.88	2492.74	3.95	1.12	2492.6	4.00	1.13
79.65	22.90	2555.3	3.12	0.75	2494.00	3.97	0.95	2493.8	4.00	0.96
79.7	18.87	2556.9	3.12	0.62	2495.26	3.97	0.79	2495.1	3.85	0.76
79.75	17.37	2558.5	3.12	0.57	2496.52	3.97	0.72	2496.4	4.00	0.73
79.8	17.37	2560.2	3.12	0.57	2497.78	3.97	0.72	2497.6	4.00	0.73
79.85	16.36	2561.8	3.12	0.54	2499.04	3.97	0.68	2498.9	3.70	0.64
79.9	16.86	2563.4	3.12	0.55	2500.30	3.31	0.59	2500.3	3.45	0.61
79.95	16.36	2565.0	3.12	0.54	2502.06	2.83	0.49	2501.8	3.45	0.59
80	16.36	2566.6	3.12	0.54	2503.83	2.83	0.49	2503.2	3.45	0.59
80.05	17.37	2568.2	3.12	0.57	2505.59	2.83	0.52	2504.7	3.45	0.63
80.1	17.87	2569.8	3.12	0.58	2507.36	2.83	0.53	2506.1	3.45	0.65
80.15	18.37	2571.4	3.12	0.60	2509.12	2.83	0.55	2507.6	2.27	0.44
80.2	18.87	2573.0	3.12	0.62	2510.89	2.84	0.56	2510.5	3.41	0.68
80.3	23.40	2576.2	3.12	0.77	2514.41	2.84	0.70	2512	5.00	1.23
80.35	30.94	2577.8	3.12	1.01	2516.18	2.83	0.92	2513.5	3.45	1.12
80.4	31.44	2579.4	3.12	1.03	2517.94	2.83	0.94	2514.9	3.45	1.14
80.45	27.92	2581.0	3.12	0.91	2519.71	2.83	0.83	2516.4	3.33	0.98
80.5	23.90	2582.6	3.12	0.78	2521.47	2.83	0.71	2517.9	3.45	0.87
80.55	26.41	2584.2	3.12	0.86	2523.24	2.83	0.79	2519.3	3.45	0.96
80.6	27.92	2585.8	3.12	0.91	2525.00	2.84	0.83	2520.8	3.45	1.01
80.65	27.42	2587.4	3.12	0.90	2526.76	2.83	0.82	2522.2	3.45	0.99
80.7	28.93	2589.0	3.12	0.95	2528.53	2.83	0.86	2523.7	3.33	1.01
80.75	27.42	2590.6	3.12	0.90	2530.29	2.83	0.82	2525.2	3.45	0.99
80.8	24.40	2592.2	3.12	0.80	2532.06	2.83	0.73	2526.6	3.45	0.88
80.85	24.91	2593.8	3.12	0.82	2533.82	2.83	0.74	2528.1	3.33	0.87
80.9	26.92	2595.4	3.12	0.88	2535.59	2.83	0.80	2529.6	3.45	0.97
80.95	27.92	2597.0	3.12	0.91	2537.35	2.84	0.83	2531	3.45	1.01
81	26.41	2598.7	3.12	0.86	2539.11	2.83	0.79	2532.5	3.45	0.96
81.05	29.43	2600.3	3.12	0.96	2540.88	2.83	0.88	2533.9	3.45	1.07
81.1	30.44	2601.9	3.12	1.00	2542.64	2.83	0.91	2535.4	3.33	1.07
81.15	31.94	2603.5	3.12	1.05	2544.41	2.83	0.95	2536.9	3.45	1.16
81.2	37.98	2605.1	3.12	1.24	2546.17	2.83	1.13	2538.3	3.45	1.38
81.25	44.01	2606.7	3.12	1.44	2547.94	2.83	1.31	2539.8	3.33	1.54
81.3	40.49	2608.3	3.12	1.33	2549.70	2.84	1.21	2541.3	3.45	1.47
81.35	29.43	2609.9	3.12	0.96	2551.46	2.83	0.88	2542.7	3.45	1.07
81.4	23.40	2611.5	3.12	0.77	2553.23	2.83	0.70	2544.2	3.13	0.77
81.45	18.87	2613.1	3.12	0.62	2554.99	2.83	0.56	2545.9	2.56	0.51
81.5	19.38	2614.7	3.12	0.63	2556.76	2.83	0.58	2548.1	2.27	0.46
81.55	21.89	2616.3	3.12	0.72	2558.52	2.83	0.65	2550.3	2.22	0.51
81.6	23.40	2617.9	3.12	0.77	2560.29	2.83	0.70	2552.6	2.22	0.55
81.65	25.41	2619.5	3.12	0.83	2562.05	2.84	0.76	2554.8	1.52	0.40
81.7	28.93	2621.1	3.12	0.95	2563.81	2.84	0.86	2559.2	2.27	0.69
81.8	32.45	2624.3	3.12	1.06	2567.34	2.83	0.96	2561.4	3.41	1.16
81.85	31.94	2625.9	3.12	1.05	2569.11	2.83	0.95	2563.6	2.27	0.76
81.9	29.93	2627.5	3.12	0.98	2570.87	2.83	0.89	2565.8	2.22	0.70
81.95	28.93	2629.1	3.12	0.95	2572.64	2.83	0.86	2568.1	2.22	0.68
82	30.44	2630.7	3.12	1.00	2574.40	2.84	0.91	2570.3	2.27	0.73
82.05	33.45	2632.3	3.12	1.09	2576.16	2.83	0.99	2572.5	2.27	0.80
82.1	37.47	2633.9	3.12	1.23	2577.93	2.83	1.11	2574.7	2.27	0.89
82.15	39.48	2635.5	3.12	1.29	2579.69	2.83	1.17	2576.9	2.27	0.94
82.2	36.47	2637.2	3.12	1.19	2581.46	2.83	1.08	2579.1	2.27	0.87
82.25	35.96	2638.8	3.12	1.18	2583.22	2.83	1.07	2581.3	2.22	0.84
82.3	31.94	2640.4	3.12	1.05	2584.99	2.83	0.95	2583.6	2.22	0.75
82.35	24.91	2642.0	3.12	0.82	2586.75	2.84	0.74	2585.8	2.27	0.59
82.4	17.37	2643.6	3.12	0.57	2588.51	2.83	0.52	2588	2.44	0.44
82.45	13.35	2645.2	3.12	0.44	2590.28	2.83	0.40	2589.9	2.70	0.38
82.5	14.35	2646.8	3.12	0.47	2592.04	2.83	0.43	2591.7	2.78	0.42
82.55	19.38	2648.4	3.12	0.63	2593.81	2.83	0.58	2593.5	2.70	0.55
82.6	23.90	2650.0	3.12	0.78	2595.57	2.83	0.71	2595.4	2.70	0.68
82.65	27.42	2651.6	3.12	0.90	2597.34	2.83	0.82	2597.2	2.70	0.78
82.7	28.93	2653.2	3.12	0.95	2599.10	2.62	0.80	2599.1	2.70	0.82
82.75	31.94	2654.8	3.12	1.05	2601.16	2.43	0.81	2600.9	2.78	0.93
82.8	33.95	2656.4	3.12	1.11	2603.22	2.43	0.87	2602.7	2.70	0.96
82.85	33.45	2658.0	3.12	1.09	2605.28	2.43	0.85	2604.6	2.70	0.95
82.9	31.94	2659.6	3.12	1.05	2607.34	2.42	0.81	2606.4	2.70	0.91
82.95	30.94	2661.2	3.12	1.01	2609.41	2.42	0.79	2608.3	2.70	0.88
83	26.41	2662.8	3.12	0.86	2611.47	2.43	0.67	2610.1	2.70	0.75
83.05	18.87	2664.4	3.12	0.62	2613.53	2.43	0.48	2612	2.70	0.54
83.1	19.38	2666.0	3.12	0.63	2615.59	2.43	0.49	2613.8	2.70	0.55
83.15	22.90	2667.6	3.12	0.75	2617.65	2.43	0.58	2615.7	2.70	0.65
83.2	24.91	2669.2	3.12	0.82	2619.71	2.43	0.63	2617.5	2.70	0.71
83.25	18.37	2670.8	3.12	0.60	2621.77	2.43	0.47	2619.4	2.70	0.52
83.3	24.91	2672.4	3.12	0.82	2623.83	2.42	0.63	2621.2	2.78	0.73
83.35	24.40	2674.0	3.12	0.80	2625.90	2.42	0.62	2623	2.70	0.69
83.4	23.40	2675.6	3.12	0.77	2627.96	2.43	0.60	2624.9	2.70	0.66
83.45	22.90	2677.3	3.12	0.75	2630.02	2.43	0.58	2626.7	2.70	0.65
83.5	21.89	2678.9	3.12	0.72	2632.08	2.43	0.56	2628.6	2.70	0.62
83.55	17.87	2680.5	3.12	0.58	2634.14	2.43	0.46	2630.4	2.70	0.51
83.6	13.85	2682.1	3.12	0.45	2636.20	2.43	0.35	2632.3	2.38	0.35
83.65	11.84	2683.7	3.12	0.39	2638.26	2.43	0.30	2634.6	2.22	0.28
83.7	12.34	2685.3	3.12	0.40	2640.32	2.42	0.31	2636.8	2.27	0.29
83.75	16.86	2686.9	3.12	0.55	2642.39	2.42	0.43	2639	2.22	0.39
83.8	20.88	2688.5	3.12	0.68	2644.45	2.43	0.53	2641.3	2.22	0.49
83.85	19.38	2690.1	3.12	0.63	2646.51	2.43	0.49	2643.5	2.27	0.46
83.9	29.43	2691.7	3.12	0.96	2648.57	2.43	0.75	2645.7	2.22	0.69
83.95	32.95	2693.3	3.12	1.08	2650.63	2.43	0.84	2648	2.22	0.77
84	39.48	2694.9	3.12	1.29	2652.69	2.43	1.01	2650.2	2.22	0.92
84.05	40.49	2696.5	3.12	1.33	2654.75	2.43	1.03	2652.5	2.22	0.94
84.1	34.96	2698.1	3.12	1.14	2656.81	2.42	0.89	2654.7	2.27	0.83
84.15	28.42	2699.7	3.12	0.93	2658.88	2.42	0.72	2656.9	2.22	0.66
84.2	21.89	2701.3	3.12	0.72	2660.94	2.43	0.56	2659.2	2.22	0.51
84.25	18.87	2702.9	3.12	0.62	2663.00	2.43	0.48	2661.4	2.27	0.45
84.3	17.87	2704.5	3.12	0.58	2665.06	2.43	0.46	2663.6	2.22	0.42
84.35	19.88	2706.1	3.12	0.65	2667.12	2.43	0.51	2665.9	2.22	0.46
84.4	22.39	2707.7	3.12	0.73	2669.18	2.43	0.57	2668.1	2.22	0.52
84.45	26.41	2709.3	3.12	0.86	2671.24	2.43	0.67	2670.4	2.22	0.62
84.5	30.44	2710.9	3.12	1.00	2673.30	2.42	0.77	2672.6	2.22	0.71
84.55	31.44	2712.5	3.12	1.03	2675.37	2.42	0.80	2674.9	2.22	0.73
84.6	29.93	2714.1	3.12	0.98	2677.43	2.43	0.76	2677.1	2.27	0.71
84.65	25.91	2715.8	3.12	0.85	2679.49	2.43	0.66	2679.3	1.49	0.41
84.7	17.87	2717.4	3.12	0.58	2681.55	2.43	0.46	2683.8	2.21	0.41
84.8	22.39	2720.6	3.12	0.73	2685.67	2.43	0.57	2686.1	3.33	0.78
84.85	27.42	2722.2	3.12	0.90	2687.73	2.43	0.70	2688.3	2.27	0.65
84.9	30.94	2723.8	3.12	1.01	2689.79	2.42	0.79	2690.5	2.33	0.76
84.95	35.46	2725.4	3.12	1.16	2691.86	2.42	0.90	2692.6	2.56	0.95
85	36.47	2727.0	3.12	1.19	2693.92	2.43	0.93	2694.4	2.70	1.03
85.05	32.95	2728.6	3.12	1.08	2695.98	2.43	0.84	2696.3	2.63	0.91
85.1	28.42	2730.2	3.12	0.93	2698.04	2.43	0.72	2698.2	2.63	0.79
85.15	20.38	2731.8	3.12	0.67	2700.10	2.48	0.53	2700.1	2.63	0.56
85.2	13.85	2733.4	3.12	0.45	2702.07	2.53	0.37	2702	2.63	0.38
85.25	10.83	2735.0	3.12	0.35	2704.05	2.53	0.29	2703.9	2.63	0.30
85.3	9.83	2736.6	3.12	0.32	2706.02	2.53	0.26	2705.8	2.63	0.27
85.35	11.84	2738.2	3.12	0.39	2708.00	2.53	0.31	2707.7	2.63	0.33
85.4	15.36	2739.8	3.12	0.50	2709.97	2.53	0.41	2709.6	2.70	0.44
85.45	18.87	2741.4	3.12	0.62	2711.95	2.53	0.50	2711.4	2.70	0.54
85.5	21.89	2743.0	3.12	0.72	2713.92	2.53	0.58	2713.3	2.63	0.60
85.55	22.90	2744.6	3.12	0.75	2715.90	2.53	0.61	2715.2	2.63	0.63
85.6	27.42	2746.2	3.12	0.90	2717.87	2.53	0.73	2717.1	2.63	0.76
85.65	34.46	2747.8	3.12	1.13	2719.85	2.53	0.92	2719	2.63	0.95
85.7	31.94	2749.4	3.12	1.05	2721.82	2.54	0.85	2720.9	2.63	0.88
85.75	33.45	2751.0	3.12	1.09	2723.79	2.53	0.89	2722.8	2.63	0.92
85.8	31.94	2752.6	3.12	1.05	2725.77	2.53	0.85	2724.7	2.63	0.88
85.85	29.43	2754.3	3.12	0.96	2727.74	2.53	0.78	2726.6	2.70	0.84
85.9	24.40	2755.9	3.12	0.80	2729.72	2.53	0.65	2728.4	2.70	0.69
85.95	22.39	2757.5	3.12	0.73	2731.69	2.53	0.60	2730.3	2.63	0.62
86	18.37	2759.1	3.12	0.60	2733.67	2.53	0.49	2732.2	2.63	0.51
86.05	16.36	2760.7	3.12	0.54	2735.64	2.53	0.43	2734.1	2.63	0.45
86.1	17.37	2762.3	3.12	0.57	2737.62	2.53	0.46	2736	2.63	0.48
86.15	17.87	2763.9	3.12	0.58	2739.59	2.54	0.48	2737.9	1.75	0.33
86.2	18.37	2765.5	3.12	0.60	2741.56	2.53	0.49	2741.7	2.63	0.51
86.3	20.88	2768.7	3.12	0.68	2745.51	2.53	0.55	2743.6	4.05	0.89
86.35	20.38	2770.3	3.12	0.67	2747.49	2.53	0.54	2745.4	2.70	0.58
86.4	18.87	2771.9	3.12	0.62	2749.46	2.53	0.50	2747.3	2.63	0.52
86.45	19.38	2773.5	3.12	0.63	2751.44	2.53	0.52	2749.2	2.63	0.54
86.5	20.88	2775.1	3.12	0.68	2753.41	2.53	0.56	2751.1	2.63	0.58
86.55	21.89	2776.7	3.12	0.72	2755.39	2.53	0.58	2753	2.63	0.60
86.6	22.39	2778.3	3.12	0.73	2757.36	2.53	0.60	2754.9	2.63	0.62
86.65	21.89	2779.9	3.12	0.72	2759.34	2.53	0.58	2756.8	2.70	0.62
86.7	19.88	2781.5	3.12	0.65	2761.31	2.54	0.53	2758.6	2.63	0.55
86.75	16.86	2783.1	3.12	0.55	2763.28	2.53	0.45	2760.6	1.67	0.30
86.8	14.35	2784.7	3.12	0.47	2765.26	2.53	0.38	2764.6	2.46	0.37
86.9	16.36	2787.9	3.12	0.54	2769.21	2.53	0.44	2766.7	3.57	0.61
86.95	19.38	2789.5	3.12	0.63	2771.18	2.53	0.52	2768.8	2.38	0.48
87	20.88	2791.1	3.12	0.68	2773.16	2.53	0.56	2770.9	2.33	0.51
87.05	22.90	2792.7	3.12	0.75	2775.13	2.53	0.61	2773.1	2.33	0.56
87.1	23.40	2794.4	3.12	0.77	2777.11	2.53	0.62	2775.2	2.38	0.59
87.15	23.40	2796.0	3.12	0.77	2779.08	2.54	0.62	2777.3	2.33	0.57
87.2	22.39	2797.6	3.12	0.73	2781.05	2.53	0.60	2779.5	2.33	0.55
87.25	22.39	2799.2	3.12	0.73	2783.03	2.53	0.60	2781.6	2.38	0.56
87.3	20.88	2800.8	3.12	0.68	2785.00	2.53	0.56	2783.7	2.33	0.51
87.35	19.88	2802.4	3.12	0.65	2786.98	2.53	0.53	2785.9	2.33	0.49
87.4	18.87	2804.0	3.12	0.62	2788.95	2.53	0.50	2788	2.38	0.47
87.45	19.38	2805.6	3.12	0.63	2790.93	2.53	0.52	2790.1	2.33	0.47
