#%		No tune			Min tun Muller/MacDo	Age model Larrasoana
#%m	gterr	age	sr	flux	age	sr	flux 	age	sr	flux
64.5251	0.0528	2183.9868	2.9545	0.1559	2055.9231	2.6548	0.1401	2053.7887	2.6641	0.1406
64.5360	0.0512	2184.3555	2.9545	0.1514	2056.1091	2.6548	0.1360	2053.9659	2.6641	0.1365
64.5469	0.0500	2184.7243	2.9545	0.1477	2056.2952	2.6548	0.1327	2054.1432	2.6641	0.1332
64.5578	0.0486	2185.0930	2.9545	0.1436	2056.4813	2.6548	0.1291	2054.3204	2.6641	0.1295
64.5687	0.0472	2185.4618	2.9545	0.1395	2056.6673	2.6548	0.1254	2054.4976	2.6641	0.1258
64.5796	0.0460	2185.8306	2.9545	0.1359	2056.8534	2.6547	0.1221	2054.6749	2.6640	0.1225
64.5904	0.0451	2186.1993	2.9545	0.1332	2057.0225	2.6547	0.1197	2054.8521	2.6640	0.1201
64.6013	0.0446	2186.5681	2.9545	0.1318	2057.2086	2.6547	0.1184	2055.0293	2.6640	0.1189
64.6122	0.0443	2186.9368	2.9545	0.1309	2057.3946	2.6547	0.1176	2055.2065	2.6640	0.1180
64.6231	0.0443	2187.3056	2.9545	0.1309	2057.5807	2.6547	0.1176	2055.3838	2.6640	0.1180
64.6340	0.0442	2187.6744	2.9545	0.1305	2057.7667	2.6547	0.1172	2055.5610	2.6640	0.1176
64.6449	0.0443	2188.0431	2.9545	0.1309	2057.9528	2.6547	0.1176	2055.7382	2.6640	0.1180
64.6558	0.0445	2188.4119	2.9545	0.1314	2058.1388	2.6547	0.1180	2055.9155	2.6640	0.1184
64.6667	0.0449	2188.7806	2.9545	0.1327	2058.3249	2.6547	0.1193	2056.0927	2.6639	0.1197
64.6776	0.0451	2189.1494	2.9545	0.1332	2058.5110	2.6547	0.1197	2056.2699	2.6639	0.1201
64.6885	0.0443	2189.5181	2.9545	0.1309	2058.6970	2.6546	0.1176	2056.4472	2.6639	0.1180
64.7757	0.0320	2192.4682	2.9545	0.0945	2060.1685	2.6546	0.0849	2057.8650	2.6638	0.0852
64.7866	0.0337	2192.8370	2.9545	0.0995	2060.3546	2.6545	0.0894	2058.0422	2.6638	0.0897
64.7974	0.0346	2193.2057	2.9545	0.1023	2060.5237	2.6545	0.0919	2058.2194	2.6638	0.0922
64.8083	0.0351	2193.5745	2.9545	0.1036	2060.7098	2.6545	0.0931	2058.3967	2.6638	0.0934
64.8192	0.0349	2193.9433	2.9545	0.1032	2060.8959	2.6545	0.0927	2058.5739	2.6638	0.0930
64.8301	0.0345	2194.3120	2.9545	0.1018	2061.0819	2.6545	0.0915	2058.7511	2.6638	0.0918
64.8410	0.0338	2194.6808	2.9545	0.1000	2061.2680	2.6545	0.0898	2058.9284	2.6638	0.0902
64.8519	0.0334	2195.0495	2.9545	0.0986	2061.4540	2.6545	0.0886	2059.1056	2.6637	0.0889
64.8628	0.0329	2195.4183	2.9545	0.0973	2061.6401	2.6545	0.0874	2059.2828	2.6637	0.0877
64.8737	0.0326	2195.7871	2.9545	0.0964	2061.8261	2.6545	0.0866	2059.4600	2.6637	0.0869
64.8846	0.0326	2196.1558	2.9545	0.0964	2062.0122	2.6544	0.0866	2059.6373	2.6637	0.0869
64.8955	0.0326	2196.5246	2.9545	0.0964	2062.1983	2.6544	0.0866	2059.8145	2.6637	0.0869
64.9064	0.0329	2196.8933	2.9545	0.0973	2062.3674	2.6544	0.0874	2059.9917	2.6637	0.0877
64.9173	0.0332	2197.2621	2.9545	0.0982	2062.5535	2.6544	0.0882	2060.1690	2.6637	0.0885
64.9282	0.0340	2197.6309	2.9545	0.1005	2062.7395	2.6544	0.0902	2060.3462	2.6637	0.0906
64.9391	0.0348	2197.9996	2.9545	0.1027	2062.9256	2.6544	0.0923	2060.5234	2.6636	0.0926
64.9500	0.0355	2198.3684	2.9545	0.1050	2063.1116	2.6544	0.0943	2060.7006	2.6636	0.0947
64.9609	0.0360	2198.7371	2.9545	0.1064	2063.2977	2.6544	0.0956	2060.8779	2.6636	0.0959
64.9718	0.0362	2199.1059	2.9545	0.1068	2063.4837	2.6544	0.0960	2061.0551	2.6636	0.0963
64.9827	0.0365	2199.4746	2.9545	0.1077	2063.6698	2.6544	0.0968	2061.2323	2.6636	0.0971
64.9936	0.0366	2199.8434	2.9545	0.1082	2063.8558	2.6543	0.0972	2061.4096	2.6636	0.0975
65.0045	0.0366	2200.2122	2.9545	0.1082	2064.0250	2.6543	0.0972	2061.5868	2.6636	0.0975
65.0153	0.0365	2200.5809	2.9545	0.1077	2064.2110	2.6543	0.0968	2061.7640	2.6636	0.0971
65.0262	0.0365	2200.9497	2.9545	0.1077	2064.3971	2.6543	0.0968	2061.9412	2.6635	0.0971
65.0371	0.0365	2201.3184	2.9545	0.1077	2064.5832	2.6543	0.0968	2062.1185	2.6635	0.0971
65.0480	0.0365	2201.6872	2.9545	0.1077	2064.7692	2.6543	0.0968	2062.2957	2.6635	0.0971
65.0589	0.0368	2202.0560	2.9545	0.1086	2064.9553	2.6543	0.0976	2062.4729	2.6635	0.0979
65.0698	0.0371	2202.4247	2.9545	0.1095	2065.1413	2.6543	0.0984	2062.6502	2.6635	0.0988
65.0807	0.0375	2202.7935	2.9545	0.1109	2065.3274	2.6543	0.0996	2062.8274	2.6635	0.1000
65.0916	0.0377	2203.1622	2.9545	0.1114	2065.5134	2.6543	0.1000	2063.0046	2.6635	0.1004
65.1025	0.0377	2203.5310	2.9545	0.1114	2065.6995	2.6542	0.1000	2063.1819	2.6635	0.1004
65.1134	0.0375	2203.8998	2.9545	0.1109	2065.8686	2.6542	0.0996	2063.3591	2.6635	0.1000
65.1243	0.0374	2204.2685	2.9545	0.1105	2066.0547	2.6542	0.0992	2063.5363	2.6634	0.0996
65.1352	0.0374	2204.6373	2.9545	0.1105	2066.2407	2.6542	0.0992	2063.7135	2.6634	0.0996
65.1461	0.0372	2205.0060	2.9545	0.1100	2066.4268	2.6542	0.0988	2063.8908	2.6634	0.0992
65.1570	0.0369	2205.3748	2.9545	0.1091	2066.6129	2.6542	0.0980	2064.0680	2.6634	0.0983
65.1679	0.0368	2205.7436	2.9545	0.1086	2066.7989	2.6542	0.0976	2064.2452	2.6634	0.0979
65.1788	0.0365	2206.1123	2.9545	0.1077	2066.9850	2.6542	0.0968	2064.4225	2.6634	0.0971
65.1897	0.0363	2206.4811	2.9545	0.1073	2067.1710	2.6542	0.0964	2064.5997	2.6634	0.0967
65.2006	0.0360	2206.8498	2.9545	0.1064	2067.3571	2.6542	0.0955	2064.7769	2.6634	0.0959
65.2115	0.0357	2207.2186	2.9545	0.1055	2067.5262	2.6541	0.0947	2064.9541	2.6634	0.0951
65.2223	0.0354	2207.5873	2.9545	0.1045	2067.7123	2.6541	0.0939	2065.1314	2.6633	0.0942
65.2332	0.0351	2207.9561	2.9545	0.1036	2067.8983	2.6541	0.0931	2065.3086	2.6633	0.0934
65.2441	0.0346	2208.3249	2.9545	0.1023	2068.0844	2.6541	0.0919	2065.4858	2.6633	0.0922
65.2550	0.0343	2208.6936	2.9545	0.1014	2068.2704	2.6541	0.0911	2065.6631	2.6633	0.0914
65.2659	0.0338	2209.0624	2.9545	0.1000	2068.4565	2.6541	0.0898	2065.8403	2.6633	0.0901
65.2768	0.0335	2209.4311	2.9545	0.0991	2068.6426	2.6541	0.0890	2066.0175	2.6633	0.0893
65.2877	0.0332	2209.7999	2.9545	0.0982	2068.8286	2.6541	0.0882	2066.1947	2.6633	0.0885
65.2986	0.0329	2210.1687	2.9545	0.0973	2069.0147	2.6541	0.0874	2066.3720	2.6633	0.0877
65.3095	0.0328	2210.5374	2.9545	0.0968	2069.2007	2.6541	0.0870	2066.5492	2.6632	0.0873
65.3204	0.0326	2210.9062	2.9545	0.0964	2069.3699	2.6540	0.0866	2066.7264	2.6632	0.0869
65.3313	0.0323	2211.2749	2.9545	0.0955	2069.5559	2.6540	0.0857	2066.9037	2.6632	0.0860
65.3422	0.0320	2211.6437	2.9545	0.0945	2069.7420	2.6540	0.0849	2067.0809	2.6632	0.0852
65.3531	0.0318	2212.0125	2.9545	0.0941	2069.9280	2.6540	0.0845	2067.2581	2.6632	0.0848
65.3640	0.0315	2212.3812	2.9545	0.0932	2070.1141	2.6540	0.0837	2067.4353	2.6632	0.0840
65.3749	0.0312	2212.7500	2.9545	0.0923	2070.3001	2.6540	0.0829	2067.6126	2.6632	0.0832
65.3858	0.0311	2213.1187	2.9545	0.0918	2070.4862	2.6540	0.0825	2067.7898	2.6632	0.0828
65.3967	0.0311	2213.4875	2.9545	0.0918	2070.6723	2.6540	0.0825	2067.9670	2.6632	0.0828
65.4076	0.0311	2213.8563	2.9545	0.0918	2070.8583	2.6540	0.0825	2068.1443	2.6631	0.0828
65.4185	0.0311	2214.2250	2.9545	0.0918	2071.0275	2.6540	0.0825	2068.3215	2.6631	0.0828
65.4294	0.0311	2214.5938	2.9545	0.0918	2071.2135	2.6539	0.0825	2068.4987	2.6631	0.0828
65.4402	0.0311	2214.9625	2.9545	0.0918	2071.3996	2.6539	0.0825	2068.6759	2.6631	0.0828
65.4511	0.0309	2215.3313	2.9545	0.0914	2071.5856	2.6539	0.0821	2068.8532	2.6631	0.0824
65.4620	0.0309	2215.7001	2.9545	0.0914	2071.7717	2.6539	0.0821	2069.0304	2.6631	0.0824
65.4729	0.0311	2216.0688	2.9545	0.0918	2071.9577	2.6539	0.0825	2069.2076	2.6631	0.0828
65.4838	0.0312	2216.4376	2.9545	0.0923	2072.1438	2.6539	0.0829	2069.3849	2.6631	0.0832
65.4947	0.0315	2216.8063	2.9545	0.0932	2072.3299	2.6539	0.0837	2069.5621	2.6631	0.0840
65.5056	0.0317	2217.1751	2.9545	0.0936	2072.5159	2.6539	0.0841	2069.7393	2.6630	0.0844
65.5165	0.0315	2217.5438	2.9545	0.0932	2072.7020	2.6539	0.0837	2069.9166	2.6630	0.0840
65.5274	0.0315	2217.9126	2.9545	0.0932	2072.8711	2.6539	0.0837	2070.0938	2.6630	0.0840
65.5383	0.0312	2218.2814	2.9545	0.0923	2073.0572	2.6539	0.0829	2070.2710	2.6630	0.0832
65.5492	0.0311	2218.6501	2.9545	0.0918	2073.2432	2.6538	0.0825	2070.4482	2.6630	0.0828
65.5601	0.0308	2219.0189	2.9545	0.0909	2073.4293	2.6538	0.0817	2070.6255	2.6630	0.0819
65.5710	0.0305	2219.3876	2.9545	0.0900	2073.6153	2.6538	0.0808	2070.8027	2.6630	0.0811
65.5819	0.0302	2219.7564	2.9545	0.0891	2073.8014	2.6538	0.0800	2070.9799	2.6630	0.0803
65.5928	0.0298	2220.1252	2.9545	0.0882	2073.9874	2.6538	0.0792	2071.1572	2.6630	0.0795
65.6037	0.0297	2220.4939	2.9545	0.0877	2074.1735	2.6538	0.0788	2071.3344	2.6630	0.0791
65.6146	0.0295	2220.8627	2.9545	0.0873	2074.3596	2.6538	0.0784	2071.5116	2.6629	0.0787
65.6255	0.0295	2221.2314	2.9545	0.0873	2074.5287	2.6538	0.0784	2071.6888	2.6629	0.0787
65.6364	0.0295	2221.6002	2.9545	0.0873	2074.7148	2.6538	0.0784	2071.8661	2.6629	0.0787
65.6472	0.0294	2221.9690	2.9545	0.0868	2074.9008	2.6538	0.0780	2072.0433	2.6629	0.0782
65.6581	0.0292	2222.3377	2.9545	0.0864	2075.0869	2.6537	0.0776	2072.2205	2.6629	0.0778
65.6690	0.0289	2222.7065	2.9545	0.0855	2075.2729	2.6537	0.0768	2072.3978	2.6629	0.0770
65.6799	0.0286	2223.0752	2.9545	0.0845	2075.4590	2.6537	0.0759	2072.5750	2.6629	0.0762
65.6908	0.0283	2223.4440	2.9545	0.0836	2075.6450	2.6537	0.0751	2072.7522	2.6629	0.0754
65.7017	0.0278	2223.8128	2.9545	0.0823	2075.8311	2.6537	0.0739	2072.9294	2.6629	0.0742
65.7126	0.0274	2224.1815	2.9545	0.0809	2076.0171	2.6537	0.0727	2073.1067	2.6628	0.0729
65.7235	0.0271	2224.5503	2.9545	0.0800	2076.2032	2.6537	0.0719	2073.2839	2.6628	0.0721
65.7344	0.0268	2224.9190	2.9545	0.0791	2076.3723	2.6537	0.0710	2073.4611	2.6628	0.0713
65.7453	0.0266	2225.2878	2.9545	0.0786	2076.5584	2.6537	0.0706	2073.6384	2.6628	0.0709
65.7562	0.0266	2225.6566	2.9545	0.0786	2076.7445	2.6537	0.0706	2073.8156	2.6628	0.0709
65.7671	0.0266	2226.0253	2.9545	0.0786	2076.9305	2.6537	0.0706	2073.9928	2.6628	0.0709
65.7780	0.0265	2226.3941	2.9545	0.0782	2077.1166	2.6536	0.0702	2074.1700	2.6628	0.0705
65.7889	0.0265	2226.7628	2.9545	0.0782	2077.3026	2.6536	0.0702	2074.3473	2.6628	0.0705
65.7998	0.0263	2227.1316	2.9545	0.0777	2077.4887	2.6536	0.0698	2074.5245	2.6628	0.0701
65.8107	0.0263	2227.5003	2.9545	0.0777	2077.6747	2.6536	0.0698	2074.7017	2.6628	0.0701
65.8216	0.0263	2227.8691	2.9545	0.0777	2077.8608	2.6536	0.0698	2074.8790	2.6627	0.0701
65.8325	0.0265	2228.2379	2.9545	0.0782	2078.0299	2.6536	0.0702	2075.0562	2.6627	0.0705
65.8434	0.0265	2228.6066	2.9545	0.0782	2078.2160	2.6536	0.0702	2075.2334	2.6627	0.0705
65.8543	0.0266	2228.9754	2.9545	0.0786	2078.4020	2.6536	0.0706	2075.4106	2.6627	0.0709
65.8651	0.0266	2229.3441	2.9545	0.0786	2078.5881	2.6536	0.0706	2075.5879	2.6627	0.0709
65.8760	0.0268	2229.7129	2.9545	0.0791	2078.7742	2.6536	0.0710	2075.7651	2.6627	0.0713
65.8869	0.0269	2230.0817	2.9545	0.0795	2078.9602	2.6536	0.0714	2075.9423	2.6627	0.0717
65.8978	0.0269	2230.4504	2.9545	0.0795	2079.1463	2.6535	0.0714	2076.1196	2.6627	0.0717
65.9087	0.0268	2230.8192	2.9545	0.0791	2079.3323	2.6535	0.0710	2076.2968	2.6627	0.0713
65.9196	0.0266	2231.1879	2.9545	0.0786	2079.5184	2.6535	0.0706	2076.4740	2.6627	0.0709
65.9305	0.0265	2231.5567	2.9545	0.0782	2079.7044	2.6535	0.0702	2076.6513	2.6626	0.0705
65.9414	0.0263	2231.9255	2.9545	0.0777	2079.8736	2.6535	0.0698	2076.8285	2.6626	0.0700
65.9523	0.0262	2232.2942	2.9545	0.0773	2080.0596	2.6535	0.0694	2077.0057	2.6626	0.0696
65.9632	0.0262	2232.6630	2.9545	0.0773	2080.2457	2.6535	0.0694	2077.1829	2.6626	0.0696
65.9741	0.0260	2233.0317	2.9545	0.0768	2080.4317	2.6535	0.0690	2077.3602	2.6626	0.0692
65.9850	0.0260	2233.4005	2.9545	0.0768	2080.6178	2.6535	0.0690	2077.5374	2.6626	0.0692
65.9959	0.0263	2233.7693	2.9545	0.0777	2080.8039	2.6535	0.0698	2077.7146	2.6626	0.0700
66.0068	0.0269	2234.1380	2.9545	0.0795	2080.9899	2.6535	0.0714	2077.8919	2.6626	0.0717
66.0177	0.0277	2234.5068	2.9545	0.0818	2081.1760	2.6535	0.0735	2078.0691	2.6626	0.0737
66.0286	0.0288	2234.8755	2.9545	0.0850	2081.3620	2.6534	0.0763	2078.2463	2.6626	0.0766
66.0395	0.0298	2235.2443	2.9545	0.0882	2081.5312	2.6534	0.0792	2078.4235	2.6625	0.0795
66.0504	0.0308	2235.6131	2.9545	0.0909	2081.7172	2.6534	0.0816	2078.6008	2.6625	0.0819
66.0613	0.0314	2235.9818	2.9545	0.0927	2081.9033	2.6534	0.0833	2078.7780	2.6625	0.0836
66.0721	0.0320	2236.3506	2.9545	0.0945	2082.0893	2.6534	0.0849	2078.9552	2.6625	0.0852
66.0830	0.0323	2236.7193	2.9545	0.0955	2082.2754	2.6534	0.0857	2079.1325	2.6625	0.0860
66.0939	0.0326	2237.0881	2.9545	0.0964	2082.4614	2.6534	0.0865	2079.3097	2.6625	0.0868
66.1048	0.0331	2237.4568	2.9545	0.0977	2082.6475	2.6534	0.0878	2079.4869	2.6625	0.0881
66.1157	0.0334	2237.8256	2.9545	0.0986	2082.8336	2.6534	0.0886	2079.6641	2.6625	0.0889
66.1266	0.0335	2238.1944	2.9545	0.0991	2083.0196	2.6534	0.0890	2079.8414	2.6625	0.0893
66.1375	0.0335	2238.5631	2.9545	0.0991	2083.2057	2.6534	0.0890	2080.0186	2.6625	0.0893
66.1484	0.0337	2238.9319	2.9545	0.0995	2083.3748	2.6534	0.0894	2080.1958	2.6624	0.0897
66.1593	0.0335	2239.3006	2.9545	0.0991	2083.5609	2.6533	0.0890	2080.3731	2.6624	0.0893
66.1702	0.0335	2239.6694	2.9545	0.0991	2083.7469	2.6533	0.0890	2080.5503	2.6624	0.0893
66.1811	0.0335	2240.0382	2.9545	0.0991	2083.9330	2.6533	0.0890	2080.7275	2.6624	0.0893
66.1920	0.0337	2240.4069	2.9545	0.0995	2084.1190	2.6533	0.0894	2080.9047	2.6624	0.0897
66.2029	0.0340	2240.7757	2.9545	0.1005	2084.3051	2.6533	0.0902	2081.0820	2.6624	0.0905
66.2138	0.0343	2241.1444	2.9545	0.1014	2084.4912	2.6533	0.0910	2081.2592	2.6624	0.0913
66.2247	0.0348	2241.5132	2.9545	0.1027	2084.6772	2.6533	0.0923	2081.4364	2.6624	0.0926
66.2356	0.0349	2241.8820	2.9545	0.1032	2084.8633	2.6533	0.0927	2081.6137	2.6624	0.0930
66.2465	0.0352	2242.2507	2.9545	0.1041	2085.0324	2.6533	0.0935	2081.7909	2.6624	0.0938
66.2574	0.0352	2242.6195	2.9545	0.1041	2085.2185	2.6533	0.0935	2081.9681	2.6624	0.0938
66.2683	0.0352	2242.9882	2.9545	0.1041	2085.4045	2.6533	0.0935	2082.1453	2.6623	0.0938
66.2791	0.0352	2243.3570	2.9545	0.1041	2085.5906	2.6533	0.0935	2082.3226	2.6623	0.0938
66.2900	0.0349	2243.7258	2.9545	0.1032	2085.7766	2.6532	0.0927	2082.4998	2.6623	0.0930
66.3009	0.0345	2244.0945	2.9545	0.1018	2085.9627	2.6532	0.0914	2082.6770	2.6623	0.0917
66.3118	0.0337	2244.4633	2.9545	0.0995	2086.1487	2.6532	0.0894	2082.8543	2.6623	0.0897
66.3227	0.0328	2244.8320	2.9545	0.0968	2086.3348	2.6532	0.0869	2083.0315	2.6623	0.0872
66.4099	0.0429	2247.7821	2.9545	0.1268	2087.8063	2.6532	0.1139	2084.4493	2.6622	0.1143
66.4208	0.0460	2248.1509	2.9545	0.1359	2087.9924	2.6531	0.1220	2084.6266	2.6622	0.1225
66.4317	0.0486	2248.5196	2.9545	0.1436	2088.1784	2.6531	0.1290	2084.8038	2.6622	0.1294
66.4426	0.0511	2248.8884	2.9545	0.1509	2088.3645	2.6531	0.1355	2084.9810	2.6622	0.1360
66.4535	0.0534	2249.2571	2.9545	0.1577	2088.5336	2.6531	0.1416	2085.1582	2.6622	0.1421
66.4644	0.0558	2249.6259	2.9545	0.1650	2088.7197	2.6531	0.1482	2085.3355	2.6622	0.1487
66.4753	0.0586	2249.9947	2.9545	0.1732	2088.9058	2.6531	0.1555	2085.5127	2.6622	0.1560
66.4862	0.0611	2250.3634	2.9545	0.1804	2089.0918	2.6531	0.1620	2085.6899	2.6622	0.1626
66.4970	0.0632	2250.7322	2.9545	0.1868	2089.2779	2.6531	0.1678	2085.8672	2.6621	0.1683
66.5079	0.0646	2251.1009	2.9545	0.1909	2089.4639	2.6531	0.1714	2086.0444	2.6621	0.1720
66.5188	0.0648	2251.4697	2.9545	0.1914	2089.6500	2.6531	0.1718	2086.2216	2.6621	0.1724
66.5297	0.0632	2251.8385	2.9545	0.1868	2089.8360	2.6531	0.1678	2086.3988	2.6621	0.1683
66.5406	0.0606	2252.2072	2.9545	0.1791	2090.0221	2.6531	0.1608	2086.5761	2.6621	0.1614
66.5515	0.0578	2252.5760	2.9545	0.1709	2090.2081	2.6531	0.1535	2086.7533	2.6621	0.1540
66.5624	0.0555	2252.9447	2.9545	0.1641	2090.3773	2.6530	0.1473	2086.9305	2.6621	0.1478
66.5733	0.0538	2253.3135	2.9545	0.1591	2090.5633	2.6530	0.1429	2087.1078	2.6621	0.1433
66.5842	0.0526	2253.6823	2.9545	0.1555	2090.7494	2.6530	0.1396	2087.2850	2.6621	0.1401
66.5951	0.0518	2254.0510	2.9545	0.1532	2090.9355	2.6530	0.1375	2087.4622	2.6621	0.1380
66.6060	0.0515	2254.4198	2.9545	0.1523	2091.1215	2.6530	0.1367	2087.6394	2.6621	0.1372
66.6169	0.0517	2254.7885	2.9545	0.1527	2091.3076	2.6530	0.1371	2087.8167	2.6621	0.1376
66.6278	0.0522	2255.1573	2.9545	0.1541	2091.4936	2.6530	0.1384	2087.9939	2.6620	0.1388
66.6387	0.0526	2255.5260	2.9545	0.1555	2091.6797	2.6530	0.1396	2088.1711	2.6620	0.1401
66.6496	0.0529	2255.8948	2.9545	0.1564	2091.8657	2.6530	0.1404	2088.3484	2.6620	0.1409
66.6605	0.0529	2256.2636	2.9545	0.1564	2092.0349	2.6530	0.1404	2088.5256	2.6620	0.1409
66.6714	0.0523	2256.6323	2.9545	0.1545	2092.2209	2.6530	0.1388	2088.7028	2.6620	0.1392
66.6823	0.0512	2257.0011	2.9545	0.1514	2092.4070	2.6530	0.1359	2088.8800	2.6620	0.1364
66.6932	0.0498	2257.3698	2.9545	0.1473	2092.5930	2.6530	0.1322	2089.0573	2.6620	0.1327
66.7040	0.0488	2257.7386	2.9545	0.1441	2092.7791	2.6529	0.1294	2089.2345	2.6620	0.1298
66.7149	0.0486	2258.1074	2.9545	0.1436	2092.9652	2.6529	0.1290	2089.4117	2.6620	0.1294
66.7258	0.0491	2258.4761	2.9545	0.1450	2093.1512	2.6529	0.1302	2089.5890	2.6620	0.1306
66.7367	0.0502	2258.8449	2.9545	0.1482	2093.3373	2.6529	0.1331	2089.7662	2.6620	0.1335
66.7476	0.0512	2259.2136	2.9545	0.1514	2093.5233	2.6529	0.1359	2089.9434	2.6619	0.1364
66.7585	0.0518	2259.5824	2.9545	0.1532	2093.7094	2.6529	0.1375	2090.1207	2.6619	0.1380
66.7694	0.0517	2259.9512	2.9545	0.1527	2093.8785	2.6529	0.1371	2090.2979	2.6619	0.1376
66.7803	0.0508	2260.3199	2.9545	0.1500	2094.0646	2.6529	0.1347	2090.4751	2.6619	0.1351
66.7912	0.0495	2260.6887	2.9545	0.1464	2094.2506	2.6529	0.1314	2090.6523	2.6619	0.1319
66.8021	0.0480	2261.0574	2.9545	0.1418	2094.4367	2.6529	0.1273	2090.8296	2.6619	0.1278
66.8130	0.0462	2261.4262	2.9545	0.1364	2094.6228	2.6529	0.1224	2091.0068	2.6619	0.1229
66.8239	0.0443	2261.7950	2.9545	0.1309	2094.8088	2.6529	0.1175	2091.1840	2.6619	0.1179
66.8348	0.0425	2262.1637	2.9545	0.1255	2094.9949	2.6529	0.1126	2091.3613	2.6619	0.1130
66.8457	0.0408	2262.5325	2.9545	0.1205	2095.1809	2.6528	0.1082	2091.5385	2.6619	0.1085
66.8566	0.0386	2262.9012	2.9545	0.1141	2095.3670	2.6528	0.1024	2091.7157	2.6619	0.1028
66.8675	0.0363	2263.2700	2.9545	0.1073	2095.5361	2.6528	0.0963	2091.8929	2.6619	0.0966
66.8784	0.0337	2263.6388	2.9545	0.0995	2095.7222	2.6528	0.0894	2092.0702	2.6618	0.0897
66.8893	0.0305	2264.0075	2.9545	0.0900	2095.9082	2.6528	0.0808	2092.2474	2.6618	0.0811
66.9002	0.0275	2264.3763	2.9545	0.0814	2096.0943	2.6528	0.0731	2092.4246	2.6618	0.0733
66.9111	0.0248	2264.7450	2.9545	0.0732	2096.2803	2.6528	0.0657	2092.6019	2.6618	0.0659
66.9219	0.0223	2265.1138	2.9545	0.0659	2096.4664	2.6528	0.0592	2092.7791	2.6618	0.0594
66.9328	0.0200	2265.4825	2.9545	0.0591	2096.6525	2.6528	0.0531	2092.9563	2.6618	0.0532
66.9437	0.0180	2265.8513	2.9545	0.0532	2096.8385	2.6528	0.0478	2093.1335	2.6618	0.0479
66.9546	0.0162	2266.2201	2.9545	0.0477	2097.0246	2.6528	0.0429	2093.3108	2.6618	0.0430
66.9655	0.0144	2266.5888	2.9545	0.0425	2097.2106	2.6528	0.0382	2093.4880	2.6618	0.0383
66.9764	0.0128	2266.9576	2.9545	0.0377	2097.3798	2.6528	0.0338	2093.6652	2.6618	0.0339
66.9873	0.0113	2267.3263	2.9545	0.0333	2097.5658	2.6528	0.0299	2093.8425	2.6618	0.0300
66.9982	0.0101	2267.6951	2.9545	0.0298	2097.7519	2.6527	0.0267	2094.0521	2.6618	0.0268
67.0091	0.0092	2268.0639	2.9545	0.0271	2097.9379	2.6527	0.0244	2094.5209	2.6617	0.0244
67.0300	0.0094	2268.7711	2.9545	0.0277	2098.2931	2.6527	0.0249	2095.4201	2.6617	0.0250
67.0400	0.0100	2269.1096	2.9545	0.0296	2098.4623	2.6527	0.0266	2095.8504	2.6617	0.0267
67.0500	0.0110	2269.4480	2.9545	0.0326	2098.6314	2.6527	0.0292	2096.2807	2.6617	0.0293
67.0600	0.0121	2269.7865	2.9545	0.0358	2098.8006	2.6526	0.0321	2096.7111	2.6616	0.0323
67.0700	0.0132	2270.1250	2.9545	0.0390	2098.9697	2.6526	0.0350	2097.1414	2.6616	0.0351
67.0800	0.0143	2270.4634	2.9545	0.0424	2099.1388	2.6526	0.0380	2097.5717	2.6616	0.0382
67.0900	0.0156	2270.8019	2.9545	0.0460	2099.3080	2.6526	0.0413	2098.0020	2.6616	0.0414
67.1000	0.0167	2271.1404	2.9545	0.0493	2099.4771	2.6526	0.0443	2098.4324	2.6616	0.0444
67.1100	0.0176	2271.4789	2.9545	0.0519	2099.6463	2.6526	0.0466	2098.8627	2.6615	0.0467
67.1200	0.0180	2271.8173	2.9545	0.0532	2099.8154	2.6525	0.0478	2099.2930	2.6615	0.0480
67.1300	0.0181	2272.1558	2.9545	0.0534	2099.9845	2.6525	0.0480	2099.7234	2.6615	0.0481
67.1400	0.0179	2272.4943	2.9545	0.0529	2100.1537	2.6525	0.0475	2100.1537	2.6615	0.0476
67.1500	0.0176	2272.8327	2.9545	0.0521	2100.5604	2.6525	0.0468	2100.5840	2.6615	0.0469
67.1600	0.0175	2273.1712	2.9545	0.0518	2100.9671	2.6525	0.0465	2101.0143	2.6615	0.0467
67.1700	0.0178	2273.5097	2.9545	0.0525	2101.3738	2.6525	0.0472	2101.4447	2.6614	0.0473
67.1800	0.0184	2273.8482	2.9545	0.0543	2101.7806	2.6525	0.0488	2101.8750	2.6614	0.0489
67.1900	0.0193	2274.1866	2.9545	0.0572	2102.1873	2.6524	0.0513	2102.3053	2.6614	0.0515
67.2000	0.0206	2274.5251	2.9545	0.0609	2102.5940	2.6524	0.0546	2102.7357	2.6614	0.0548
67.2100	0.0222	2274.8636	2.9545	0.0654	2103.0007	2.6524	0.0588	2103.1660	2.6614	0.0590
67.2200	0.0239	2275.2020	2.9545	0.0706	2103.4074	2.6524	0.0634	2103.5963	2.6614	0.0636
67.2300	0.0256	2275.5405	2.9545	0.0757	2103.8142	2.6524	0.0680	2104.0266	2.6613	0.0682
67.2400	0.0273	2275.8790	2.9545	0.0806	2104.2209	2.6524	0.0724	2104.4570	2.6613	0.0726
67.2500	0.0288	2276.2175	2.9545	0.0851	2104.6276	2.6523	0.0764	2104.8873	2.6613	0.0767
67.2600	0.0302	2276.5559	2.9545	0.0891	2105.0343	2.6523	0.0800	2105.3176	2.6613	0.0803
67.2700	0.0312	2276.8944	2.9545	0.0922	2105.4410	2.6523	0.0828	2105.7480	2.6613	0.0831
